bibcode,title,author,pubdate,url,abstract,keywords
2019LPICo2109.6117C,Characterizing Space Debris Objects Using Simultaneous Multi-Color Optical Array,"Campbell, T.; Reddy, V.; Furfaro, R.; Tucker, S.; Gray, D.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6117.pdf,"Using high speed simultaneous multi-color photometry to characterize RSOs, both debris and active.",
2019LPICo2109.6150K,Space Insurance: Fostering Innovation and Responsible Behavior in Space,"Kunstadter, C.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6150.pdf,"Space insurance is an enabler of innovation and investment in the space economy, as well as acting as a driver to change behavior. The space insurance market mitigates risk, protects assets, and enables business continuity.",
2019LPICo2109.6166R,Two-Line-Element Self Consistency Analysis of Orbital Debris in Geosynchronous Regime,"Rajesh Kannan, M. R.; Jantikar, R.; Nagesh Rao, B.; Subramanian, M. N.; Shenoy, H. P.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6166.pdf,"In this paper we present the analysis of TLE self-consistency of uncontrolled objects in geosynchronous regime, based on their orbit classification. It helps in improving the close approach analysis for geosynchronous space situational awareness.",
2019LPICo2109.6175H,Space Debris Scavenging,"Hari Shankar, R. L.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6175.pdf,The target is to capture space debris in LEO of wreckage size between 0.1mm-10cm. Snake arm technology has been suggested to capture debris.The captured debris get collected in the junk box and then the system switches to its disposal mechanism.,
2019LPICo2109.6191C,Drag and Solar Sail for Earth Return (DISPOSER),"Collins, R. A.; Duchek, M. E.; Abrams, J. L.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6191.pdf,The Drag and Solar Sail for Earth Return (DISPOSER) system is a combined solar/drag sail solution to deorbit from altitudes up to 2000 km with ballistic coefficient modulation to perform precision targeted reentry by controlling the area of the sail.,
2020LPI....51.1594R,"Why is Equity, Diversity, and Inclusion (EDI) So Difficult for Scientists?","Rathbun, J. A.; Diniega, S.; Quick, L. C.; Richey, C.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/1594.pdf,"E D I depends / On your point of view, much like / Quantum mechanics.",
2020LPI....51.1627S,Making Planetary Science More Inclusive: The Division of Planetary Sciences Professional Culture and Climate Subcommittee,"Schindhelm, R. N.; Rathbun, J. A.; Diniega, S.; Brooks, S. M.; Horst, S. M.; Daubar, I. J.; Piatek, J.; Rivera-Valentin, E. G.; Soto, A.; Tiscareno, M. S.; Thomas, C.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/1627.pdf,"We share resources regarding actions individuals can take to improve the climate of the profession, their institutions, and within their collaboration groups.",
2020LPI....51.1635S,Moon Gallery,"Sitnikova, A.; Glukhova, E.; Foing, B.; Zaklynsky, A.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/1635.pdf,Moon Gallery is an international collaborative artwork and a gallery of ideas worth sending to the Moon.,
2020LPI....51.1661L,The Educational Role of the Museum: Engaging Planetary Sciences to Local Communities,"Li, Y.; Keleme, B.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/1661.pdf,Demonstrate the education role and contribution of the Royal Ontario Museum on engaging the planetary sciences to its local communities.,
2020LPI....51.1672P,"Culturally Responsive and Sustaining K-12 Education as a Method to Develop ""Scientist Identity"" in Underrepresented Youth","Pincus, M. R.; Sylvester, S. B.; Funk, A. W.; Krepski, S.; Sharif, R. M.; Tsoi, K.; Tully, C. H.; Howes, E.; Wallace, J.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/1672.pdf,Lack of diversity has been a long-standing problem in the planetary science workforce. We propose methods to address this at the source: K-12 education.,
2020LPI....51.2406P,Sharing Science with the Widest Audience: Making Scientific Conferences Accessible,"Piatek, J. L.; Ostrach, L. R.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/2406.pdf,"Meetings open doors / Share science, collaborate / But some, no access!",
2020LPI....51.2482D,"Why and How to Write a Useful ""Code of Conduct"" for Planetary Conferences and Mission Teams","Diniega, S.; Castillo-Rogez, J.; Daubar, I.; Elder, C.; Pappalardo, R.; Richey, C.; Scully, J.; Villarreal, M.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/2482.pdf,For meetings and teams / What makes a Code of Conduct / Useful? Let's find out.,
2020LPI....51.2674M,The Art of Planetary Science 2020: Planetary Science and Science Fiction,"McGraw, A. M.; Brock, L.; Stadermann, A.; Brown, Z.; Meng, T.; Thibodeaux-Yost, S.",2020-03-00,https://www.hou.usra.edu/meetings/lpsc2020/pdf/2674.pdf,The Art of Planetary Science is an annual graduate student-run public outreach space art showcase at the University of Arizona's Lunar and Planetary Laboratory.,
2020LPICo2242.2041P,"A Wide-Bandwidth Polarimetric Inverse SAR (PINSAR) for Characterizing Small, Irregular-Shaped Bodies","Patterson, G. W.; Sequeira, H. B.; Schulze, R. S.; Jensen, J. R.; Cahill, J. T. S.",2020-11-00,https://www.hou.usra.edu/meetings/apophis2020/pdf/2041.pdf,"We discuss the potential engineering and scientific advantages of using a Polarimetric Inverse Synthetic Aperture Radar (PINSAR) architecture for determining the shape, surface roughness, ice content, and interior structure of Apophis.",
2021LPI....52.2145G,"Towards a More Equitable, Diverse, and Inclusive Workforce — The NASA SSERVI EDI Focus Group","Grier, J.; Schmidt, G.; Focus Group Team",2021-03-00,https://www.hou.usra.edu/meetings/lpsc2021/pdf/2145.pdf,An equitable / Workforce is a choice — taking / Action for justice.,
2021LPI....52.2227Z,18 Years of LPSC Attendance and Presentation Data: An Assessment of Participation by Women,"Zellner, N. E. B.; Rathbun, J. A.; Seidel, A. M.; Martindale, N. L.",2021-03-00,https://www.hou.usra.edu/meetings/lpsc2021/pdf/2227.pdf,"The LPSC Organizing Committee does well in allocating speaker slots to women. We recommend, however, that self-reported demographic data be collected, to better understand general participation at the LPSCs.",
2021LPI....52.2346T,Planetary Nomenclature and Indigenous Communities,"Tiscareno, M. S.; Scalice, D. M.; Thompson, M. L.; Noviello, J. L.; White, V.; Venkatesan, A.; Milazzo, M.; Gardner-Vandy, K.; EchoHawk, S.; Laverdure, M.; Echo Hawk, C.; Kimura, L.; Simons, D.; Tokunaga, A.; Kimura, K.; Price, M. W.",2021-03-00,https://www.hou.usra.edu/meetings/lpsc2021/pdf/2346.pdf,"Let's co-create, not / Appropriate! What we need / Is relationship.",
2021LPI....52.2434B,The Preventing Harassment in Science Workshop: Summary and Best Practices,"Bennett, K.; McAdam, M.; Milazzo, M.; Garcia, P.; Shelton, J.; Gardiner, P.; Diniega, S.; Martinez, C.; Roberts-Ashby, T.; Etheridge, A.; Rutledge, A.; Richey, C.",2021-03-00,https://www.hou.usra.edu/meetings/lpsc2021/pdf/2434.pdf,"We summarize the discussion fostered at the Preventing Harassment in Science Workshop, including suggested best practices and action items.",
2021LPI....52.2657G,Relationships First and Always: A Guide to Collaborations with Indigenous Communities,"Gardner-Vandy, K. G.; Scalice, D. M.",2021-03-00,https://www.hou.usra.edu/meetings/lpsc2021/pdf/2657.pdf,Relationship building between Indigenous communities and scientists must be the foundation of all collaborations. We outline the best practices and provide recommended guidelines for relationship-building efforts.,
2021LPI....52.2723P,All Conference Talks Need Captions,"Piatek, J. L.; Brooks, S. M.; Masiero, J. R.; Molaro, J. L.; Rathbun, J. A.; Roberts, J. H.",2021-03-00,https://www.hou.usra.edu/meetings/lpsc2021/pdf/2723.pdf,"Presentations at conferences, whether virtual or in-person, need to have captions so information presented via the speaker is also shared as text.",
2021LPICo2549.7027K,Planetary Data: Hidden Barriers to Diversity in the Planetary Science Community,"Keszthelyi, L.; Milazzo, M.; Miller, M.; Lakdawalla, E.",2021-06-00,https://www.hou.usra.edu/meetings/planetdata2021/pdf/7027.pdf,We highlight the role that planetary data plays as an unacknowledged systemic barrier to entry into the planetary science community.,
2021LPICo2549.7093B,A Strategy for Managing NASA's Long Tail of Planetary Research Data: Insights from the Development of the AHED Repository,"Bristow, T. F.; Lafuente, B.; Wolfe, S.; Parenteau, N.; Stone, N.; Rojo, S.; Boydstun, K.; Blake, D.; Downs, R.; Dateo, C.",2021-06-00,https://www.hou.usra.edu/meetings/planetdata2021/pdf/7093.pdf,"We detail the architecture of the Astrobiology and Habitable Environments Database system to guide strategies for data management in other NASA-funded scientific disciplines where research is performed by individual PIs, and small research teams.",
2021LPICo2595.8113R,Field Expedition Codes of Conduct for Increasing Safety and Inclusivity,"Richardson, J. A.; Whelley, N. L.; Whelley, P. L.; Barry, C. E.; Young, K. E.",2021-06-00,https://www.hou.usra.edu/meetings/terrestrialanalogs2021/pdf/8113.pdf,"Given the importance of research expeditions to planetary analog field sites, our community must work to make expeditions safe and inclusive. We provide recommendations and our teams' strategies to make the field safer.",
2021LPICo2635.5003S,Studies of In Situ Fissile Fuel from Lunar Resources,"Schubert, P. J.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5003.pdf,Lunar surface science for density sorting and neutron generation can be tested with lightweight hardware and modest tending. The outcome can prove technical feasibility of fueling a baseload fission plan on the Moon.,
2021LPICo2635.5012G,X-Ray Computed Tomography for the Analysis of Materials Collected at the Lunar South Pole,"Gawronska, A. J.; McLeod, C. L.; Gilmour, C. M.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5012.pdf,A variety of materials will be collected during future missions to the lunar south pole. We outline what materials may be collected and how the technique of X-ray computed tomography will help investigate these materials.,
2021LPICo2635.5013G,Replicating or Exceeding the Imagery from Apollo for Artemis Missions,"Grubbs, R. P.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5013.pdf,"The Apollo Program is remembered in large part thanks to the iconic imagery produced during the missions. As we plan for humankind's return to the Moon, there are significant challenges to replicate the quality of the imagery in the digital era.",
2021LPICo2635.5014P,Passive Detection of Subsurface Lunar Ice Using the Askaryan Effect with the Cosmic Ray Lunar Sounder,"Prechelt, R. L.; Romero-Wolf, A.; Costello, E.; Ghent, R.; Gorham, P. W.; Lucey, P.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5014.pdf,The Cosmic Ray Lunar Sounder (CoRaLS) is a new orbital mission concept that uses the radio emission from ultrahigh energy cosmic ray impacts on the Moon (generated via the Askaryan effect) to detect and characterize subsurface layers of lunar ice.,
2021LPICo2635.5015M,In-Situ Artificial Substrate Witness Plates: Ground Truthing Scientific and Human Operations Relevant Processes on the Moon,"Morrissey, L. S.; Saxena, P.; Curran, N.; McClain, J.; Killen, R. M.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5015.pdf,"In this study, we investigated the potential of using an artificial substrate-based witness plate to capture location dependent lunar processes. These plates are low cost, low mass, and produce a low environmental footprint.",
2021LPICo2635.5016B,Lunar Vertex: A PRISM Mission to a Magnetic Anomaly,"Blewett, D. T.; Halekas, J.; Ho, G.; Greenhagen, B. T.; Anderson, B. J.; Regoli, L.; Vines, S. K.; Jahn, J. -M.; Kollmann, P.; Denevi, B. W.; Meyer, H. M.; Klima, R. L.; Cahill, J. T. S.; Hood, L. L.; Tikoo, S.; Zou, X. -D.; Fatemi, S.; Lemelin, M.; Wieczorek, M. A.; Boldt, J. D.; Cox, A. L.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5016.pdf,"Lunar Vertex is a PRISM lander/rover mission to investigate the Reiner Gamma magnetic anomaly and related phenomena, including a mini-magnetosphere and a lunar swirl.",
2021LPICo2635.5017H,A Legacy of Lunar Water Through SOFIA,"Honniball, C. I.; Lucey, P. G.; Reach, W. T.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5017.pdf,We have preliminary approval from SOFIA to conduct a two-year Legacy campaign to map water on the sunlit Moon. We will sample a large fraction of the surface and volcanic features to identify areas of concentrated water for possible landing sites.,
2021LPICo2635.5019W,Electrostatic Dust Analyzer (EDA) for Measuring Dust Transport on the Lunar Surface,"Wang, X.; Sternovsky, Z.; Horanyi, M.; Deca, J.; Garrick-Bethell, I.; Farrell, W. M.; Minafra, J.; Bucciantini, L.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5019.pdf,The Electrostatic Dust Analyzer (EDA) will quantitatively measure electrostatically lofted lunar dust in order to provide insights into its effects on the lunar surface properties and assess potential risks posed by lofted dust to human exploration.,
2021LPICo2635.5020W,Lunar Science and Exploration at Marshall Space Flight Center,"Weber, R. C.; Dankanich, J.; Herrmann, N.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5020.pdf,"Under the Artemis program for lunar exploration, the Agency is planning an ambitious path forward to the Moon. NASA's Marshall Space Flight Center offers unique capabilities in propulsion, technology, engineering, science, and exploration.",
2021LPICo2635.5022H,12 Action Items for Optimizing Human Exploration and Lunar Science in the Next 5 Years,"Head, J. W.; Scott, D. R.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5022.pdf,"We identify 12 themes/objectives for the next 5 years to optimize chances of collecting a representative sample of the Moon outside the Apollo-Luna exploration region, with emphasis on obtaining samples of South Pole-Aitken (SPA) Basin ejecta.",
2021LPICo2635.5023B,Gruithusien Domes: Insights from Silicate Mineralogy and Surface Textures,"Bower, D. M.; Livengood, T. L.; Barker, M. A.; Honniball, C. I.; Hewagama, T.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5023.pdf,"A landed mission to GD should emphasize techniques that clarify variations in silica mineralogy to identify different types of silicic minerals and glasses at the surface including Raman spectroscopy, micro-morphometric analysis, and thermal imaging.",
2021LPICo2635.5024M,Utilization Scenarios — Outcome of the Space Resources Week 2021,"Meurisse, A.; Mousel, J.; Kapoglou, A.; Conti, M.; Makaya, A.; Cowley, A.; Carpenter, J.; Link, M.; Hufenbach, B.",2021-08-00,https://www.hou.usra.edu/meetings/leag2021/pdf/5024.pdf,The European Space Agency (ESA) and Luxembourg Space Agency (LSA) gathered the international community at the Space Resources Week 2021 to discuss future Utilization Scenarios. This talk presents the outcome of the discussion groups.,
