bibcode,url,title,abstract,pubdate,author,keywords
2011LPICo1646....5B,https://www.lpi.usra.edu/meetings/leag2011/pdf/2014.pdf,Science Of and On the Moon with the Lunar University Network for Astrophysics Research,,2011-11-00,"Burns, J. O.; Lazio, J.",
2011LPICo1646....6B,https://www.lpi.usra.edu/meetings/leag2011/pdf/2029.pdf,Landing Site Selection Based on Polar Illumination Analysis,,2011-11-00,"Bussey, D. B. J.; Cahill, J. T. S.; McGovern, J. A.; Green, A.; Spudis, P. D.",
2011LPICo1646....8C,https://www.lpi.usra.edu/meetings/leag2011/pdf/2046.pdf,The European Lunar Lander: A Human Exploration Precursor Mission,,2011-11-00,"Carpenter, J. D.; Pradier, A.; Fisackerly, R.; Houdou, B.; De Rosa, D.; Gardini, B.; Philippe, C.",
2011LPICo1646....9D,https://www.lpi.usra.edu/meetings/leag2011/pdf/2024.pdf,Mg-Spinel Rich Lithology at Crater Copernicus,,2011-11-00,"Dhingra, D.; Pieters, C. M.",
2011LPICo1646...11D,https://www.lpi.usra.edu/meetings/leag2011/pdf/2025.pdf,Mineralogical Diversity of Impact Melts on Central Peak of Tycho and Its Vicinity,,2011-11-00,"Dhingra, D.; Pieters, C. M.",
2011LPICo1646...13E,https://www.lpi.usra.edu/meetings/leag2011/pdf/2056.pdf,The Science Behind NASA's Lunar Atmosphere and Dust Environment Explorer,,2011-11-00,"Elphic, R. C.; Delory, G. T.; Grayzeck, E. J.; Colaprete, T.; Horanyi, M.; Mahaffy, P.; Hine, B.; Boroson, D.; Salute, J. S.",
2011LPICo1646...14E,https://www.lpi.usra.edu/meetings/leag2011/pdf/2049.pdf,The 2010 Desert RATS Science Operations Test: Outcomes and Lessons Learned,,2011-11-00,"Eppler, D. B.",
2011LPICo1646...15E,https://www.lpi.usra.edu/meetings/leag2011/pdf/2043.pdf,LADDER: The Development of a Prototype Lunar Space Elevator,,2011-11-00,"Eubanks, T. M.; Laine, M.",
2011LPICo1646...17F,https://www.lpi.usra.edu/meetings/leag2011/pdf/2013.pdf,Solar Storm-Lunar Interaction Modeling: A Focus Study by the DREAM Lunar Science Institute,,2011-11-00,"Farrell, W. M.; Killen, R. M.; Delory, G. T.; Bleacher, L. V.; Halekas, J. S.; Krauss-Varben, D.; Travnicek, P.; Zimmerman, M. I.; Hurley, D. M.; Stubbs, T. J.; Sarantos, M.; Gross, N.; Glenar, D. A.; Jordan, A. P.; Spence, H. E.; Bleacher, J. E.; Petro, N. E.; Jackson, T. L.; Dream, N. L. S. I.",
2011LPICo1646...18G,https://www.lpi.usra.edu/meetings/leag2011/pdf/2038.pdf,"Lunar Swirl Impactors: A Low-Cost Mission to Study Lunar Swirls, Magnetism, Water, Space Weathering, Dust, and Plasma Physics",,2011-11-00,"Garrick-Bethell, I.; Lin, R.; Sanchez, H.; Hemingway, D.",
2011LPICo1646...20G,https://www.lpi.usra.edu/meetings/leag2011/pdf/2057.pdf,"Preparing for Lunar Exploration — Concepts, Technologies, Partnerships in an Age of Uncertainty",,2011-11-00,"Ghafoor, N.; Dickinson, C.; McCoubrey, R.; Chappell, L.; Barnet, M.; Dietrich, P.; Teti, F.; Sallaberger, C.",
2011LPICo1646...22G,https://www.lpi.usra.edu/meetings/leag2011/pdf/2054.pdf,Constaints from Diviner Lunar Radiometer Data for Future Lunar Landing Sites,,2011-11-00,"Greenhagen, B. T.; Paige, D. A.; Diviner Science Team",
2011LPICo1646...24G,https://www.lpi.usra.edu/meetings/leag2011/pdf/2045.pdf,Delivery of Lunar Surface Payloads on a Cost-Shared Commercial Robotic Expedition,,2011-11-00,"Gump, D. P.",
2011LPICo1646...26H,https://www.lpi.usra.edu/meetings/leag2011/pdf/2003.pdf,Planetary Dynamics of the Moon's Surface,,2011-11-00,"Harris, I. E.",
2011LPICo1646...28H,https://www.lpi.usra.edu/meetings/leag2011/pdf/2048.pdf,A Dedicated Small Lunar Exploration Orbiter and a Mobile Surface Element,,2011-11-00,"Hoffmann, H.; Jaumann, R.; Hiesinger, H.; Claasen, F.; Spohn, T.; Mall, U.; Helbert, J.; Kappelmann, N.; Werner, K.; Wimmer-Schweingruber, R.; Srama, R.; Oberst, J.; Flohrer, J.; Werner, M.; Neukum, G.; van Gasselt, S.; Schmitz, N.; Eichentopf, K.; Knigge, T.; Kummer, U.; Langemann, M.; Mueller, H.; Haarmann, R.",
2011LPICo1646...30H,https://www.lpi.usra.edu/meetings/leag2011/pdf/2035.pdf,NASA Lunar Science Institute: Colorado Center for Lunar Dust and Atmospheric Studies,,2011-11-00,"Horanyi, M.; Munsat, T.; Sternovsky, Z.; Kempf, S.; Colette, A.; Wang, X.; Robertson, S.; Mocker, A.; Gruen, E.",
2011LPICo1646...32J,https://www.lpi.usra.edu/meetings/leag2011/pdf/2031.pdf,Compton-Belkovich Volcanic Complex: Nonmare Volcanism on the Moon's Far Side,,2011-11-00,"Jolliff, B. L.; Lawrence, S. J.; Robinson, M. S.; Scholten, F.; Hawke, B. R.; Greenhagen, B. T.; Glotch, T. D.; Hiesinger, H.; van der Bogert, C. H.",
2011LPICo1646...34J,https://www.lpi.usra.edu/meetings/leag2011/pdf/2036.pdf,Projectile Fragments in Ancient Lunar Regolith Breccias: Exploring the Sources and Temporal Record of Lunar Impacts,,2011-11-00,"Joy, K. H.; Kring, D. A.; Zolensky, M. E.; Ross, D. K.; McKay, D. S.",
2011LPICo1646...36J,https://www.lpi.usra.edu/meetings/leag2011/pdf/2007.pdf,Reconnaissance Element Mapping of Lunar Regolith Breccias,,2011-11-00,"Joy, K. H.; Ross, D. K.; Zolensky, M. E.; Kring, D. A.",
2011LPICo1646...38K,https://www.lpi.usra.edu/meetings/leag2011/pdf/2017.pdf,"Developing an Integrated, Multi-Institutional Approach for Studies of Fundamental Planetary Processes on the Moon: The Giant Impact, Lunar Magma Ocean, and Lunar Cataclysm Hypotheses",,2011-11-00,"Kring, D. A.",
2011LPICo1646...40L,https://www.lpi.usra.edu/meetings/leag2011/pdf/2012.pdf,On-Orbit Control of Lunar Surface Telerobots from Earth-Moon Lagrange Points,,2011-11-00,"Lester, D. F.; Hodges, K. V.; Raftery, M. L.",
2011LPICo1646...42L,https://www.lpi.usra.edu/meetings/leag2011/pdf/2019.pdf,"Lunar Astronaut Navigation Using LASOIS: Performance of a Simulated Apollo-14 Traverse at Haleakala National Park, Hawaii",,2011-11-00,"Li, R.; He, S.; Skopljak, B.; Meng, X.; Yilmaz, A.; Jiang, J.; Banks, M. S.; Kim, S.; Oman, C.",
2011LPICo1646...44L,https://www.lpi.usra.edu/meetings/leag2011/pdf/2018.pdf,Recent Progress in Lunar Topographic Mapping Using OrbiterMapper and LROC NAC Stereo Images,,2011-11-00,"Li, R.; Lin, L.; Wang, W.; Crawford, J.; Meng, X.; He, S.; Robinson, M. S.; LROC Science Team",
2011LPICo1646...46L,https://www.lpi.usra.edu/meetings/leag2011/pdf/2020.pdf,Global Mapping of Neutrons from the Moon by LEND Instrument Onboard LRO,,2011-11-00,"Litvak, M. L.; Mitrofanov, I. G.; Sanin, A. B.; Boynton, W. V.; Chin, G.; Garvin, J. B.; Golovin, D. V.; Droege, G.; Evans, L.; Harshman, K.; Kozyrev, A. S.; Malakhov, A. V.; McClanahan, T.; Milikh, G.; Mokrousov, M. I.; Sagdeev, R. Z.; Starr, R.",
2011LPICo1646...48M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2033.pdf,Use of Robotic Precursor Mission for Follow-On Human Exploration: Case Study Lunar Analogue Mission at the Mistastin Lake Impact Structure,,2011-11-00,"Mader, M. M.; Osinski, G. R.; Antoneko, I.; Barfoot, T.; Battler, M.; Beauchamp, M.; Chanou, A.; Cloutis, E.; Daly, M.; Capitan, R. -D.; Francis, R.; Ghafoor, N.; Grieve, R. A. F.; Hodges, K.; Joliff, B. L.; Kerrigan, M.; McCullough, E.; Moores, J.; Otto, C.; Pickergill, A.; Pontefact, A.; Preston, L.; Redman, D.; Sapers, H.; Shankar, B.; Singleton, A.; Sylvester, P.; Tornabene, L. L.; Unrau, T.; Young, K.; Zanetti, M.",
2011LPICo1646...50M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2055.pdf,Toward Canadian Contributions to International Lunar Missions,,2011-11-00,"Martin, E.; Piedboeuf, J. -C.; Ouellet, A.; Picard, M.; Lange, C.; Hipkin, V.",
2011LPICo1646...51M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2030.pdf,Illumination Conditions of the Lunar Poles to 65 Degrees Latitude from Lunar Orbiter Laser Altimeter Data,,2011-11-00,"Mazarico, E.; Neumann, G. A.; Smith, D. E.; Zuber, M. T.; Torrence, M. H.",
2011LPICo1646...52M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2041.pdf,Topographically Induced Thermal Effects on Lunar Hydrogen Distributions: Correlated Observations from the LRO LEND and LOLA Instruments,,2011-11-00,"McClanahan, T. P.; Mitrofanof, I. G.; Boynton, W. V.; Chin, G.; Droege, G.; Evans, L. G.; Garvin, J.; Harshman, K.; Litvak, M. L.; Malakhov, A.; Mazarico, E.; Milikh, G. M.; Namkung, M.; Nandikotkur, G.; Neumann, G.; Smith, D. E.; Sagdeev, R.; Sanin, A.; Starr, R. D.; Trombka, J. I.; Zuber, M. T.",
2011LPICo1646...54M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2023.pdf,"Radiation Risks for Future Manned and Robotic Missions: PREDICCS: Predictions of Radiation from REleASE, EMMREM, and Data Incorporating CRaTER, COSTEP, and Other SEP Measurements — An Online Nowcasting and Forecasting System",,2011-11-00,"Mislinski, J. F.; Schwadron, N. A.; Townsend, L.; Spence, H. E.; Rother, O. M.; Posner, A.; Squier, R.; Wilson, J. K.; Jordan, A. P.; Anderson, R.; Baker, T.; Kozarev, K. A.; Joyce, C.",
2011LPICo1646...55M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2016.pdf,Science Mission LUNA GLOB,,2011-11-00,"Mitrofanov, I.",
2011LPICo1646...56M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2015.pdf,"Local Spots of Lunar Water-Ice Permafrost in Shadow and in Sunlight, as Seen by LEND/LRO",,2011-11-00,"Mitrofanov, I.; Litvak, M.; Sanin, A.; Malakhov, A.; Golovin, D.; Boynton, W.; Droege, G.; Chin, G.; Evans, L.; Harshman, K.; Garvin, J.; Kozyrev, A.; McClanahan, T.; Milih, G.; Mokrousov, M.; Starr, R.; Sagdeev, R.; Shevchenko, V.; Shvetsov, V.; Tret'yakov, V.; Trombka, J.; Varenikov, A.; Vostrukhin, A.",
2011LPICo1646...58M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2001.pdf,Carbon and Rare-Earth Elements Contents on the Moon: As New Resources,,2011-11-00,"Miura, Yas.",
2011LPICo1646...59N,https://www.lpi.usra.edu/meetings/leag2011/pdf/2010.pdf,Effect of Solar Activity on the Neutron Flux Detected by LEND,,2011-11-00,"Nandikotkur, G.; Milikh, G. M.; Sagdeev, R.; Chin, G.; Boynton, W.; Harshman, K.; Droege, J. G.; Mitrofanov, I. G.; Litvak, M. L.; Sanin, A. B.; Golovin, D.; Evans, L. G.; Starr, R.; McClanahan, T.",
2011LPICo1646...60N,https://www.lpi.usra.edu/meetings/leag2011/pdf/2052.pdf,Establishing a Lunar Geophysical Network for Exploration and Solar System Science,,2011-11-00,"Neal, C. R.",
2011LPICo1646...61N,https://www.lpi.usra.edu/meetings/leag2011/pdf/2034.pdf,Virtual Swirls: Highlights from NLSI's First Workshop Without Walls,,2011-11-00,"Neish, C. D.; Besse, S.; Kramer, G.; Farrell, W.; Pieters, C.; Horanyi, M.; Pendleton, Y.",
2011LPICo1646...63P,https://www.lpi.usra.edu/meetings/leag2011/pdf/2051.pdf,Volume of Impact Melt Generated by the Formation of the South Pole-Aitken Basin,,2011-11-00,"Petro, N. E.",
2011LPICo1646...65P,https://www.lpi.usra.edu/meetings/leag2011/pdf/2027.pdf,Scientific Breakthroughs from the Moon Mineralogy Mapper,,2011-11-00,"Pieters, C. M.",
2011LPICo1646...67P,https://www.lpi.usra.edu/meetings/leag2011/pdf/2026.pdf,What's Next? Building on Recent Results,,2011-11-00,"Pieters, C. M.",
2011LPICo1646...68R,https://www.lpi.usra.edu/meetings/leag2011/pdf/2032.pdf,LRO — Lyman Alpha Mapping Project (LAMP) Far-UV Maps of the Lunar Poles,,2011-11-00,"Retherford, K. D.; Gladstone, G. R.; Stern, S. A.; Egan, A. F.; Miles, P. F.; Parker, J. Wm.; Kaufmann, D. E.; Horvath, D. G.; Greathouse, T. K.; Versteeg, M. H.; Steffl, A. J.; Mukherjee, J.; Davis, M. W.; Slater, D. C.; Bayless, A. J.; Rojas, P. M.; Feldman, P. D.; Hurley, D. M.; Pryor, W. R.; Hendrix, A. R.",
2011LPICo1646...70R,https://www.lpi.usra.edu/meetings/leag2011/pdf/2053.pdf,The Lunar Reconnaissance Orbiter Camera: Two Years Exploring the Moon,,2011-11-00,"Robinson, M. S.; Lroc Team",
2011LPICo1646...72R,https://www.lpi.usra.edu/meetings/leag2011/pdf/2042.pdf,Intrepid: Lunar Roving Prospector Providing Ground Truth and Enabling Future Exploration,,2011-11-00,"Robinson, M. S.; Lawrence, S. J.; Speyerer, E. J.; Stopar, J. D.",
2011LPICo1646...74S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2005.pdf,The Lunar Radiation Environment from the Cosmic Ray Telescope for the Effects of Radiation (CRaTER) and from Earth-Moon-Mars Radiation Environment Modules (EMMREM),,2011-11-00,"Schwadron, N. A.; Case, A. W.; Golightly, M.; Jordan, A.; Joyce, C.; Kasper, J.; Kozarev, K.; Mislinski, J.; Spence, H. E.; Townsend, L. W.; Wilson, J.",
2011LPICo1646...75S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2006.pdf,Exploring a ``New'' Moon Now and Preparing for Future Lunar Exploration. A Consortium Study of ``Special'' Lunar Samples,,2011-11-00,"Shearer, C. K.; Neal, C. R.; Christoffersen, R.; Keller, L. P.; Clemett, S. J.; Noble, S. K.",
2011LPICo1646...76S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2047.pdf,"Chlorine Isotope Composition and Carbon Mineralogy of ``Rusty Rock'' 66095. Implications for the Petrogenesis of Rusty Rock, Origin of ``Rusty'' Alteration, and Volatile Element Behavior on the Moon",,2011-11-00,"Shearer, C. K.; Sharp, Z. D.; McCubbin, F.; Steele, A.",
2011LPICo1646...77S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2011.pdf,Impact Melt and Palaeoregolith Deposits as Important Sources of Information about Lunar History,,2011-11-00,"Sinitsyn, M. P.",
2011LPICo1646...79S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2037.pdf,Surface Roughness and Slopes on the Moon at 5-Meter Scale,,2011-11-00,"Smith, D. E.; Zuber, M. T.; Neumann, G. A.; Mazarico, E.; Head, J. W.; Lola Science Team",
2011LPICo1646...80S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2021.pdf,Using the Resources of the Moon to Create a Permanent Cislunar Space Faring System,,2011-11-00,"Spudis, P. D.; Lavoie, T.",
2011LPICo1646...81S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2050.pdf,Impact Melt Properties and Characteristics as Observed with the LROC Narrow Angle Cameras,,2011-11-00,"Stopar, J. D.; Denevi, B. W.; Robinson, M. S.; Hawke, B. R.; Lawrence, S. J.; Koeber, S.",
2011LPICo1646...83V,https://www.lpi.usra.edu/meetings/leag2011/pdf/2040.pdf,The Lunar Reconnaissance Orbiter: Plans for the Science Phase,,2011-11-00,"Vondrak, R. R.; Keller, J. W.; Chin, G.; Garvin, J. B.; Rice, J. W.; Petro, N. E.",
2011LPICo1646...84W,https://www.lpi.usra.edu/meetings/leag2011/pdf/2004.pdf,First Cosmic Ray Albedo Proton Map of the Moon,,2011-11-00,"Wilson, J. K.; Spence, H. E.; Case, A. W.; Blake, J. B.; Golightly, M. J.; Kasper, J.; Looper, M. D.; Mazur, J. E.; Schwadron, N.; Townsend, L. W.; Zeitlin, C.",
2011LPICo1646...85Z,https://www.lpi.usra.edu/meetings/leag2011/pdf/2008.pdf,Development and Testing of Gas Assisted Drill for the Emplacement of the Corner Cube Reflector System on the Moon,,2011-11-00,"Zacny, K.; Currie, D.; Paulsen, G.; Avanesyan, A.; Chu, P.; Makai, T.; Szwarc, T.",
2011LPICo1646...86Z,https://www.lpi.usra.edu/meetings/leag2011/pdf/2028.pdf,Testing of a Pneumatic Proboscis Heat Flow Probe in a Vacuum Chamber and JSC-1A Lunar Soil Simulant,,2011-11-00,"Zacny, K.; Paulsen, G.; Shasho, J.; Hedlund, M.; Mellerowicz, B.; Makai, T.; Szwarc, T.; Nagihara, S.; Taylor, P.; Milam, B.",
2011LPICo1646...87Z,https://www.lpi.usra.edu/meetings/leag2011/pdf/2009.pdf,"A New Hypothesis for Mare Basalt Volcanism, Volatile Distribution in the Lunar Mantle, and Moonquakes",,2011-11-00,"Zhong, S. J.",
2011LPICo1646...89Z,https://www.lpi.usra.edu/meetings/leag2011/pdf/2039.pdf,Update on the GRAIL Twin Spacecraft Mission to the Moon,,2011-11-00,"Zuber, M. T.; Smith, D. E.; Watkins, M.; Asmar, S. C.",
2012LPICo1685.3001C,https://www.lpi.usra.edu/meetings/leag2012/pdf/3001.pdf,LunarCube: Payload Development for Enhanced Yet Low Cost Lunar Exploration,,2012-10-00,"Clark, P. E.; MacDowall, R.; Cox, R.; Vasant, A.; Schaire, S.; Malphrus, B.",
2012LPICo1685.3002C,https://www.lpi.usra.edu/meetings/leag2012/pdf/3002.pdf,Frontier: Towards Onboard Intelligence for More Capable Next Generation Space Assets,,2012-10-00,"Clark, P. E.; Rilee, M. L.; Curtis, S. A.",
2012LPICo1685.3003J,https://www.lpi.usra.edu/meetings/leag2012/pdf/3003.pdf,Simulation of Radar Sounder Echoes and Inversion of Lunar Subsurface,,2012-10-00,"Jin, Y. -Q.",
2012LPICo1685.3004S,https://www.lpi.usra.edu/meetings/leag2012/pdf/3004.pdf,Questions About Lunar Origin,,2012-10-00,"Singer, S. F.",
2012LPICo1685.3005C,https://www.lpi.usra.edu/meetings/leag2012/pdf/3005.pdf,Modal Evaluation of Fluid Volume in Spacecraft Propellant Tanks,,2012-10-00,"Crosby, K. M.; Werlink, R.; Mathe, S.; Lubick, K.",
2012LPICo1685.3006M,https://www.lpi.usra.edu/meetings/leag2012/pdf/3006.pdf,Informed Line-of-Sight Communications on the Lunar Surface Using LRO NAC DEMs,,2012-10-00,"Mahanti, P.; Robinson, M. S.; Boyd, A.; Speyrer, E.",
2012LPICo1685.3007C,https://www.lpi.usra.edu/meetings/leag2012/pdf/3007.pdf,Gateways to the Solar System: Innovative Advanced Magnet Lab Mass Driver Launch Platforms at L1 and L2,,2012-10-00,"Cox, R.; Clark, P.; Vasant, A.; Meinke, R.",
2012LPICo1685.3008G,https://www.lpi.usra.edu/meetings/leag2012/pdf/3008.pdf,The Search for a High Altitude Dust Exosphere: Observational Status and Dust Upper Limits,,2012-10-00,"Glenar, D. A.; Stubbs, T. J.; Farrell, W. M.; Keller, J. W.; Vondrak, R. R.",
2012LPICo1685.3009K,https://www.lpi.usra.edu/meetings/leag2012/pdf/3009.pdf,A Sustainable Architecture for Lunar Resource Prospecting from an EML-Based Exploration Platform,,2012-10-00,"Klaus, K.; Post, K.; Lawrence, S. J.",
2012LPICo1685.3010B,https://www.lpi.usra.edu/meetings/leag2012/pdf/3010.pdf,Bistatic Radar Observations of the Moon Using the Arecibo Observatory and Mini-RF on LRO,,2012-10-00,"Bussey, D. B. J.; Schulze, R.; Wahl, D. E.; Patterson, G. W.; Nolan, M.; Jensen, J. R.; Turner, F. S.; Yocky, D. A.; Cahill, J. T. S.; Jakowatz, C. V.; Raney, R. K.; Mini-RF Team",
2012LPICo1685.3011K,https://www.lpi.usra.edu/meetings/leag2012/pdf/3011.pdf,Lunar Concrete — Using Analogue Test Sites on the Big Island of Hawai'i for ``Dust-to-Bricks'': Demonstration of Technologies Associated with Basalt/Regolith Material Processing/Fabrication/Construction,,2012-10-00,"Kelso, R. M.; Hamilton, J. C.; Andersen, C.",
2012LPICo1685.3012L,https://www.lpi.usra.edu/meetings/leag2012/pdf/3012.pdf,The First Exploration Telerobotics Symposium — Telepresence: A New Paradigm for Human-Robotic Cooperation,,2012-10-00,"Lester, D. F.; Valinia, A.; Thronson, H.; Schmidt, G.",
2012LPICo1685.3013M,https://www.lpi.usra.edu/meetings/leag2012/pdf/3013.pdf,Volatile Analysis by Pyrolysis of Regolith for Planetary Resource Exploration,,2012-10-00,"Malespin, C. A.; Glavin, D. P.; ten Kate, I. L.; Franz, H. B.; Mumm, E.; Getty, S.; Southard, A.; Mahaffy, P.",
2012LPICo1685.3014W,https://www.lpi.usra.edu/meetings/leag2012/pdf/3014.pdf,Cosmic Ray Albedo Proton Yield Correlated with Lunar Elemental Abundances,,2012-10-00,"Wilson, J. K.; Spence, H. E.; Case, A. W.; Blake, J. B.; Golightly, M. J.; Kasper, J.; Looper, M. D.; Mazur, J. E.; Schwadron, N.; Townsend, L. W.; Zeitlin, C.",
2012LPICo1685.3015K,https://www.lpi.usra.edu/meetings/leag2012/pdf/3015.pdf,Bullialdus Crater: A Rare Window into Lunar Plutonism and Late-Stage Magma Ocean Fluids,,2012-10-00,"Klima, R. L.; Cahill, J. T. S.; Hagerty, J.; Lawrence, D.",
2012LPICo1685.3016M,https://www.lpi.usra.edu/meetings/leag2012/pdf/3016.pdf,Mineral Investigation Through the Combined Analysis of NIR and Image-Based 3D Shape Reconstructed Topographic Data,,2012-10-00,"Mall, U.; Bugiolacchi, R.; Woehler, C.; Grumpe, A.",
2012LPICo1685.3017P,https://www.lpi.usra.edu/meetings/leag2012/pdf/3017.pdf,Characterization of Lunar Crater Ejecta Deposits Using m-chi Decompositions of Mini-RF Radar Data,,2012-10-00,"Patterson, G. W.; Raney, R. K.; Cahill, J. T. S.; Bussey, D. B. J.; Mini-RF Team",
